Gu,Dong,Join,co_1_1,co_1_2,co_1_3,co_1_4,co_2_1,co_2_2,co_2_3,co_2_4,co_3_1,co_3_2,co_3_3,co_3_4,co_3_5,co_4_1,co_4_2,co_4_3,co_4_4,co_5_1,co_5_2,co_5_3,co_5_4,co_6_1,co_6_2,co_6_3,co_6_4,co_6_5,co_7_1,co_7_2,co_7_3,co_7_4,co_8_1,co_8_2,co_8_3,co_8_4,co_9_1,co_9_2,co_9_3,co_9_4,co_9_5,co_10_1,co_10_2,co_10_3,co_10_4,co_11_1,co_11_2,co_11_3,co_11_4,co_12_1,co_12_2,co_12_3,co_12_4,co_12_5,co_total,re_1_1,re_1_2,re_1_3,re_1_4,re_2_1,re_2_2,re_2_3,re_2_4,re_3_1,re_3_2,re_3_3,re_3_4,re_3_5,re_4_1,re_4_2,re_4_3,re_4_4,re_5_1,re_5_2,re_5_3,re_5_4,re_6_1,re_6_2,re_6_3,re_6_4,re_6_5,re_7_1,re_7_2,re_7_3,re_7_4,re_8_1,re_8_2,re_8_3,re_8_4,re_9_1,re_9_2,re_9_3,re_9_4,re_9_5,re_10_1,re_10_2,re_10_3,re_10_4,re_11_1,re_11_2,re_11_3,re_11_4,re_12_1,re_12_2,re_12_3,re_12_4,re_12_5,re_total,fa_1_1,fa_1_2,fa_1_3,fa_1_4,fa_2_1,fa_2_2,fa_2_3,fa_2_4,fa_3_1,fa_3_2,fa_3_3,fa_3_4,fa_3_5,fa_4_1,fa_4_2,fa_4_3,fa_4_4,fa_5_1,fa_5_2,fa_5_3,fa_5_4,fa_6_1,fa_6_2,fa_6_3,fa_6_4,fa_6_5,fa_7_1,fa_7_2,fa_7_3,fa_7_4,fa_8_1,fa_8_2,fa_8_3,fa_8_4,fa_9_1,fa_9_2,fa_9_3,fa_9_4,fa_9_5,fa_10_1,fa_10_2,fa_10_3,fa_10_4,fa_11_1,fa_11_2,fa_11_3,fa_11_4,fa_12_1,fa_12_2,fa_12_3,fa_12_4,fa_12_5,fa_total,ho_1_1,ho_1_2,ho_1_3,ho_1_4,ho_2_1,ho_2_2,ho_2_3,ho_2_4,ho_3_1,ho_3_2,ho_3_3,ho_3_4,ho_3_5,ho_4_1,ho_4_2,ho_4_3,ho_4_4,ho_5_1,ho_5_2,ho_5_3,ho_5_4,ho_6_1,ho_6_2,ho_6_3,ho_6_4,ho_6_5,ho_7_1,ho_7_2,ho_7_3,ho_7_4,ho_8_1,ho_8_2,ho_8_3,ho_8_4,ho_9_1,ho_9_2,ho_9_3,ho_9_4,ho_9_5,ho_10_1,ho_10_2,ho_10_3,ho_10_4,ho_11_1,ho_11_2,ho_11_3,ho_11_4,ho_12_1,ho_12_2,ho_12_3,ho_12_4,ho_12_5,ho_total,pr_1_1,pr_1_2,pr_1_3,pr_1_4,pr_2_1,pr_2_2,pr_2_3,pr_2_4,pr_3_1,pr_3_2,pr_3_3,pr_3_4,pr_3_5,pr_4_1,pr_4_2,pr_4_3,pr_4_4,pr_5_1,pr_5_2,pr_5_3,pr_5_4,pr_6_1,pr_6_2,pr_6_3,pr_6_4,pr_6_5,pr_7_1,pr_7_2,pr_7_3,pr_7_4,pr_8_1,pr_8_2,pr_8_3,pr_8_4,pr_9_1,pr_9_2,pr_9_3,pr_9_4,pr_9_5,pr_10_1,pr_10_2,pr_10_3,pr_10_4,pr_11_1,pr_11_2,pr_11_3,pr_11_4,pr_12_1,pr_12_2,pr_12_3,pr_12_4,pr_12_5,pr_total,se_1_1,se_1_2,se_1_3,se_1_4,se_2_1,se_2_2,se_2_3,se_2_4,se_3_1,se_3_2,se_3_3,se_3_4,se_3_5,se_4_1,se_4_2,se_4_3,se_4_4,se_5_1,se_5_2,se_5_3,se_5_4,se_6_1,se_6_2,se_6_3,se_6_4,se_6_5,se_7_1,se_7_2,se_7_3,se_7_4,se_8_1,se_8_2,se_8_3,se_8_4,se_9_1,se_9_2,se_9_3,se_9_4,se_9_5,se_10_1,se_10_2,se_10_3,se_10_4,se_11_1,se_11_2,se_11_3,se_11_4,se_12_1,se_12_2,se_12_3,se_12_4,se_12_5,se_total,et_1_1,et_1_2,et_1_3,et_1_4,et_2_1,et_2_2,et_2_3,et_2_4,et_3_1,et_3_2,et_3_3,et_3_4,et_3_5,et_4_1,et_4_2,et_4_3,et_4_4,et_5_1,et_5_2,et_5_3,et_5_4,et_6_1,et_6_2,et_6_3,et_6_4,et_6_5,et_7_1,et_7_2,et_7_3,et_7_4,et_8_1,et_8_2,et_8_3,et_8_4,et_9_1,et_9_2,et_9_3,et_9_4,et_9_5,et_10_1,et_10_2,et_10_3,et_10_4,et_11_1,et_11_2,et_11_3,et_11_4,et_12_1,et_12_2,et_12_3,et_12_4,et_12_5,et_total,le_1_1,le_1_2,le_1_3,le_1_4,le_2_1,le_2_2,le_2_3,le_2_4,le_3_1,le_3_2,le_3_3,le_3_4,le_3_5,le_4_1,le_4_2,le_4_3,le_4_4,le_5_1,le_5_2,le_5_3,le_5_4,le_6_1,le_6_2,le_6_3,le_6_4,le_6_5,le_7_1,le_7_2,le_7_3,le_7_4,le_8_1,le_8_2,le_8_3,le_8_4,le_9_1,le_9_2,le_9_3,le_9_4,le_9_5,le_10_1,le_10_2,le_10_3,le_10_4,le_11_1,le_11_2,le_11_3,le_11_4,le_12_1,le_12_2,le_12_3,le_12_4,le_12_5,le_total,li_1_1,li_1_2,li_1_3,li_1_4,li_2_1,li_2_2,li_2_3,li_2_4,li_3_1,li_3_2,li_3_3,li_3_4,li_3_5,li_4_1,li_4_2,li_4_3,li_4_4,li_5_1,li_5_2,li_5_3,li_5_4,li_6_1,li_6_2,li_6_3,li_6_4,li_6_5,li_7_1,li_7_2,li_7_3,li_7_4,li_8_1,li_8_2,li_8_3,li_8_4,li_9_1,li_9_2,li_9_3,li_9_4,li_9_5,li_10_1,li_10_2,li_10_3,li_10_4,li_11_1,li_11_2,li_11_3,li_11_4,li_12_1,li_12_2,li_12_3,li_12_4,li_12_5,li_total,to_1_1,to_1_2,to_1_3,to_1_4,to_2_1,to_2_2,to_2_3,to_2_4,to_3_1,to_3_2,to_3_3,to_3_4,to_3_5,to_4_1,to_4_2,to_4_3,to_4_4,to_5_1,to_5_2,to_5_3,to_5_4,to_6_1,to_6_2,to_6_3,to_6_4,to_6_5,to_7_1,to_7_2,to_7_3,to_7_4,to_8_1,to_8_2,to_8_3,to_8_4,to_9_1,to_9_2,to_9_3,to_9_4,to_9_5,to_10_1,to_10_2,to_10_3,to_10_4,to_11_1,to_11_2,to_11_3,to_11_4,to_12_1,to_12_2,to_12_3,to_12_4,to_12_5,to_total
종로구,가회동,종로구가회동,2.452316076,3.269754768,3.269754768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.991825613,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,1.202046036,1.202046036,1.202046036,1.202046036,0.601023018,1.202046036,1.202046036,0.601023018,1.202046036,0.601023018,0.601023018,1.803069054,1.202046036,1.202046036,1.202046036,1.202046036,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,1.202046036,0.601023018,1.202046036,0.601023018,1.202046036,1.202046036,1.803069054,1.202046036,1.202046036,1.202046036,1.202046036,1.202046036,1.202046036,0.601023018,46.27877238,0.72815534,0.485436893,0.485436893,0.485436893,0.72815534,0.485436893,0.72815534,0.72815534,0.485436893,0.72815534,0.72815534,0.72815534,0.485436893,0.485436893,0.72815534,0.970873786,0.72815534,0.72815534,0.485436893,0.485436893,0.485436893,0.72815534,0.485436893,0.485436893,0.485436893,0.72815534,0.72815534,0.72815534,0.72815534,0.72815534,0.72815534,0.72815534,0.72815534,0.72815534,0.72815534,0.72815534,0.970873786,0.72815534,0.72815534,0.485436893,0.485436893,0.72815534,0.72815534,0.485436893,0.485436893,0.485436893,0.485436893,0.485436893,0.485436893,0.485436893,0.485436893,0.485436893,32.52427184,7.407407407,4.938271605,6.172839506,4.938271605,3.703703704,6.172839506,7.407407407,9.87654321,9.87654321,8.641975309,11.11111111,7.407407407,3.703703704,4.938271605,4.938271605,4.938271605,4.938271605,4.938271605,4.938271605,6.172839506,3.703703704,3.703703704,3.703703704,2.469135802,3.703703704,4.938271605,4.938271605,3.703703704,3.703703704,3.703703704,4.938271605,4.938271605,6.172839506,2.469135802,3.703703704,2.469135802,2.469135802,2.469135802,3.703703704,2.469135802,3.703703704,3.703703704,3.703703704,3.703703704,2.469135802,2.469135802,2.469135802,2.469135802,2.469135802,2.469135802,1.234567901,2.469135802,234.5679012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.638095238,0.819047619,0,0.819047619,1.638095238,0.819047619,0.819047619,0,1.638095238,0.819047619,0.819047619,0.819047619,1.638095238,1.638095238,0.819047619,0.819047619,0.819047619,1.638095238,0.819047619,0.819047619,0.819047619,0,0,0.819047619,0,0.819047619,0.819047619,0.819047619,0.819047619,0,0.819047619,0.819047619,0.819047619,0.819047619,0.819047619,0,0.819047619,0.819047619,0.819047619,1.638095238,0.819047619,0.819047619,0,0.819047619,0.819047619,0.819047619,0,0.819047619,1.638095238,0.819047619,0.819047619,0.819047619,41.77142857,4.038461538,4.442307692,4.846153846,2.826923077,3.230769231,4.442307692,4.442307692,5.25,4.038461538,4.846153846,4.846153846,4.442307692,3.230769231,4.442307692,3.230769231,3.634615385,4.038461538,4.442307692,4.846153846,4.038461538,3.634615385,4.442307692,3.634615385,4.038461538,3.634615385,4.442307692,4.442307692,4.038461538,2.826923077,3.634615385,2.826923077,4.038461538,5.25,4.442307692,5.653846154,3.634615385,5.25,4.038461538,4.442307692,4.038461538,3.634615385,4.038461538,3.230769231,4.038461538,4.038461538,3.230769231,2.826923077,2.826923077,2.826923077,2.826923077,4.442307692,2.826923077,206.7692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253164557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253164557,0.253164557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759493671,1.474860335,1.474860335,1.229050279,1.229050279,0.983240223,1.474860335,1.229050279,1.229050279,1.229050279,0.983240223,1.229050279,1.474860335,1.229050279,1.474860335,1.229050279,1.474860335,1.474860335,1.229050279,1.229050279,1.474860335,1.229050279,1.474860335,1.474860335,1.474860335,1.229050279,1.474860335,1.720670391,1.474860335,1.474860335,1.720670391,1.966480447,2.212290503,1.966480447,1.966480447,1.720670391,1.720670391,1.966480447,1.720670391,1.966480447,2.212290503,1.720670391,1.966480447,1.720670391,1.720670391,1.966480447,1.966480447,1.720670391,1.966480447,2.212290503,2.212290503,2.212290503,2.94972067,84.55865922,18.8671875,18.8671875,22.91015625,17.51953125,20.21484375,22.91015625,24.2578125,25.60546875,13.4765625,12.12890625,14.82421875,13.4765625,14.82421875,14.82421875,16.171875,17.51953125,21.5625,13.4765625,12.12890625,12.12890625,12.12890625,16.171875,12.12890625,12.12890625,14.82421875,14.82421875,18.8671875,18.8671875,24.2578125,24.2578125,20.21484375,17.51953125,20.21484375,18.8671875,17.51953125,17.51953125,18.8671875,13.4765625,5.390625,4.04296875,4.04296875,4.04296875,2.6953125,2.6953125,2.6953125,4.04296875,4.04296875,4.04296875,4.04296875,2.6953125,4.04296875,2.6953125,711.5625
종로구,견지동,종로구견지동,0.817438692,0.817438692,0,0.817438692,0,0,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,1.634877384,0.817438692,0.817438692,0.817438692,1.634877384,1.634877384,1.634877384,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,1.634877384,0.817438692,1.634877384,1.634877384,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,0.817438692,1.634877384,0.817438692,1.634877384,0.817438692,0.817438692,47.41144414,3.00511509,3.606138107,3.606138107,3.00511509,2.404092072,4.207161125,3.00511509,3.606138107,3.00511509,3.00511509,2.404092072,2.404092072,2.404092072,3.00511509,3.00511509,3.00511509,3.00511509,3.606138107,3.00511509,3.606138107,3.606138107,3.606138107,3.606138107,3.606138107,3.606138107,3.00511509,3.00511509,4.207161125,3.606138107,3.606138107,3.00511509,3.00511509,4.207161125,3.606138107,2.404092072,3.00511509,3.606138107,4.207161125,4.207161125,3.606138107,4.207161125,4.207161125,4.808184143,4.207161125,3.606138107,3.606138107,4.207161125,3.606138107,3.606138107,4.207161125,3.606138107,3.00511509,179.1048593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242718447,0.242718447,0,0.242718447,0.242718447,0.242718447,0.242718447,0.242718447,0.242718447,0,0,0.242718447,0.242718447,0.242718447,0,2.669902913,7.407407407,6.172839506,6.172839506,4.938271605,32.09876543,8.641975309,6.172839506,6.172839506,4.938271605,4.938271605,4.938271605,6.172839506,6.172839506,4.938271605,4.938271605,3.703703704,4.938271605,4.938271605,4.938271605,4.938271605,4.938271605,3.703703704,3.703703704,2.469135802,2.469135802,3.703703704,4.938271605,4.938271605,3.703703704,4.938271605,4.938271605,3.703703704,4.938271605,4.938271605,3.703703704,3.703703704,4.938271605,4.938271605,4.938271605,4.938271605,4.938271605,3.703703704,3.703703704,3.703703704,2.469135802,3.703703704,3.703703704,2.469135802,4.938271605,3.703703704,3.703703704,2.469135802,266.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.457142857,3.276190476,3.276190476,2.457142857,0.819047619,1.638095238,2.457142857,1.638095238,2.457142857,1.638095238,1.638095238,2.457142857,3.276190476,2.457142857,2.457142857,1.638095238,1.638095238,1.638095238,3.276190476,2.457142857,2.457142857,1.638095238,1.638095238,2.457142857,0.819047619,1.638095238,1.638095238,2.457142857,2.457142857,1.638095238,1.638095238,2.457142857,1.638095238,2.457142857,3.276190476,1.638095238,2.457142857,1.638095238,2.457142857,0.819047619,2.457142857,2.457142857,1.638095238,1.638095238,0.819047619,2.457142857,1.638095238,1.638095238,1.638095238,1.638095238,1.638095238,0.819047619,104.8380952,2.019230769,2.019230769,2.826923077,2.019230769,1.615384615,2.826923077,2.019230769,2.423076923,2.019230769,2.423076923,1.615384615,2.423076923,2.019230769,1.615384615,2.423076923,1.615384615,1.615384615,2.826923077,2.423076923,2.019230769,2.423076923,1.615384615,2.019230769,1.615384615,2.019230769,2.019230769,1.615384615,2.019230769,2.019230769,2.423076923,2.019230769,1.615384615,2.423076923,1.615384615,2.019230769,1.211538462,2.423076923,2.019230769,1.615384615,1.615384615,1.615384615,2.019230769,2.019230769,2.019230769,2.019230769,2.019230769,1.615384615,1.615384615,1.615384615,2.019230769,2.423076923,1.615384615,103.7884615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.229050279,1.474860335,1.474860335,1.474860335,1.229050279,1.229050279,1.229050279,1.474860335,1.229050279,1.229050279,0.983240223,0.983240223,0.983240223,0.983240223,1.229050279,0.983240223,1.229050279,1.229050279,1.229050279,1.229050279,1.229050279,1.229050279,1.229050279,0.983240223,1.229050279,0.983240223,1.229050279,1.229050279,1.229050279,1.474860335,1.474860335,1.474860335,1.474860335,1.229050279,0.983240223,1.229050279,0.983240223,0.983240223,1.229050279,0.983240223,1.229050279,1.720670391,1.720670391,1.720670391,1.474860335,1.474860335,1.474860335,1.229050279,1.474860335,1.229050279,1.720670391,1.966480447,66.8603352,13.4765625,13.4765625,13.4765625,12.12890625,10.78125,21.5625,20.21484375,16.171875,12.12890625,12.12890625,10.78125,9.43359375,8.0859375,12.12890625,10.78125,10.78125,13.4765625,14.82421875,12.12890625,12.12890625,10.78125,12.12890625,10.78125,10.78125,12.12890625,12.12890625,12.12890625,16.171875,20.21484375,21.5625,18.8671875,14.82421875,13.4765625,12.12890625,12.12890625,8.0859375,14.82421875,10.78125,1.34765625,4.04296875,2.6953125,2.6953125,2.6953125,1.34765625,1.34765625,1.34765625,2.6953125,1.34765625,1.34765625,1.34765625,1.34765625,0,529.6289063
종로구,경운동,종로구경운동,4.08719346,4.08719346,4.08719346,4.08719346,2.452316076,4.904632153,6.539509537,4.08719346,4.904632153,4.904632153,5.722070845,4.904632153,5.722070845,8.991825613,5.722070845,4.904632153,4.08719346,4.08719346,4.904632153,4.904632153,4.904632153,3.269754768,4.08719346,3.269754768,3.269754768,3.269754768,4.08719346,4.08719346,4.08719346,4.08719346,4.08719346,3.269754768,3.269754768,3.269754768,3.269754768,1.634877384,4.08719346,4.08719346,3.269754768,3.269754768,4.08719346,4.08719346,4.08719346,4.904632153,4.08719346,4.904632153,4.08719346,4.08719346,3.269754768,2.452316076,2.452316076,3.269754768,215.8038147,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,1.202046036,0.601023018,0.601023018,0.601023018,0.601023018,1.202046036,1.202046036,0.601023018,1.202046036,1.202046036,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,0.601023018,1.202046036,0.601023018,0.601023018,0.601023018,0.601023018,1.202046036,1.202046036,0.601023018,1.803069054,1.202046036,1.202046036,1.202046036,1.202046036,1.202046036,1.202046036,1.202046036,1.202046036,1.202046036,42.67263427,0.242718447,0.485436893,0.485436893,0.242718447,0.485436893,0.242718447,0.485436893,0.242718447,0.485436893,0.485436893,0.242718447,0.242718447,0.242718447,0.242718447,0.242718447,0.242718447,0.242718447,0.242718447,0.485436893,0.242718447,0.242718447,0.485436893,0.242718447,0.485436893,0.485436893,0.242718447,0.242718447,0.242718447,0.485436893,0.242718447,0.485436893,0.485436893,0.485436893,0.485436893,0.485436893,0.242718447,0.485436893,0.485436893,0.242718447,0.242718447,0.242718447,0.242718447,0.242718447,0.242718447,0.242718447,0.242718447,0.242718447,0.242718447,0.242718447,0.242718447,0.242718447,0.485436893,17.23300971,2.469135802,3.703703704,3.703703704,2.469135802,2.469135802,3.703703704,3.703703704,2.469135802,3.703703704,3.703703704,4.938271605,3.703703704,4.938271605,4.938271605,4.938271605,3.703703704,2.469135802,3.703703704,3.703703704,2.469135802,2.469135802,2.469135802,3.703703704,2.469135802,2.469135802,3.703703704,3.703703704,3.703703704,2.469135802,2.469135802,3.703703704,2.469135802,3.703703704,3.703703704,3.703703704,2.469135802,3.703703704,3.703703704,2.469135802,2.469135802,3.703703704,2.469135802,3.703703704,2.469135802,1.234567901,1.234567901,2.469135802,1.234567901,1.234567901,1.234567901,1.234567901,2.469135802,158.0246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19047619,11.46666667,9.828571429,8.19047619,7.371428571,6.552380952,8.19047619,6.552380952,7.371428571,5.733333333,4.914285714,4.914285714,6.552380952,8.19047619,6.552380952,8.19047619,9.00952381,5.733333333,6.552380952,6.552380952,5.733333333,5.733333333,5.733333333,4.914285714,5.733333333,7.371428571,5.733333333,5.733333333,5.733333333,4.914285714,5.733333333,8.19047619,6.552380952,5.733333333,8.19047619,6.552380952,7.371428571,6.552380952,9.00952381,7.371428571,4.914285714,6.552380952,7.371428571,8.19047619,5.733333333,5.733333333,4.914285714,6.552380952,4.914285714,5.733333333,9.00952381,7.371428571,352.1904762,0,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0,0,0.403846154,0.403846154,0,0,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0,0,0,0,0.403846154,0.403846154,0.403846154,0.403846154,0.403846154,0,0.403846154,0,0.403846154,0.403846154,0.403846154,0,15.75,0.253164557,0.506329114,0.506329114,0.253164557,0,0.253164557,0.506329114,0.253164557,0.253164557,0.253164557,0.506329114,0.253164557,0.253164557,0.253164557,0.253164557,0.506329114,0.506329114,0.506329114,0.506329114,0.506329114,0.253164557,0.506329114,0.506329114,0.253164557,0.506329114,0.253164557,0.506329114,0.253164557,0.253164557,0.253164557,0.253164557,0.253164557,0.506329114,0.253164557,0.253164557,0.253164557,0.253164557,0.506329114,0.253164557,0.253164557,0.253164557,0.253164557,0.253164557,0.253164557,0.253164557,0.253164557,0.253164557,0.253164557,0.253164557,0.253164557,0.253164557,0.253164557,16.70886076,1.229050279,0.983240223,0.983240223,0.983240223,0.737430168,0.983240223,0.983240223,1.229050279,1.229050279,1.474860335,1.474860335,1.229050279,1.474860335,1.229050279,1.474860335,1.229050279,1.229050279,1.474860335,1.474860335,1.474860335,1.474860335,1.229050279,1.229050279,1.474860335,1.229050279,1.474860335,1.229050279,1.474860335,1.474860335,1.474860335,1.229050279,1.229050279,1.474860335,1.474860335,1.229050279,0.983240223,1.474860335,1.474860335,1.474860335,1.229050279,1.474860335,1.229050279,1.229050279,1.229050279,0.983240223,1.229050279,0.983240223,1.229050279,1.229050279,0.983240223,1.229050279,0.983240223,65.63128492,5.390625,5.390625,5.390625,5.390625,5.390625,5.390625,5.390625,5.390625,4.04296875,4.04296875,4.04296875,4.04296875,4.04296875,5.390625,4.04296875,5.390625,6.73828125,5.390625,5.390625,5.390625,4.04296875,5.390625,5.390625,5.390625,6.73828125,5.390625,6.73828125,6.73828125,9.43359375,8.0859375,5.390625,6.73828125,6.73828125,6.73828125,6.73828125,6.73828125,6.73828125,4.04296875,2.6953125,1.34765625,1.34765625,1.34765625,1.34765625,1.34765625,1.34765625,1.34765625,1.34765625,1.34765625,0,1.34765625,1.34765625,1.34765625,233.1445313
